IDInteractorA,IDInteractorB
entrez gene/locuslink:175545,entrez gene/locuslink:172948
entrez gene/locuslink:175545,entrez gene/locuslink:172840
entrez gene/locuslink:175545,entrez gene/locuslink:179598
entrez gene/locuslink:175545,entrez gene/locuslink:179596
entrez gene/locuslink:175545,entrez gene/locuslink:178732
entrez gene/locuslink:175545,entrez gene/locuslink:180479
entrez gene/locuslink:175545,entrez gene/locuslink:173434
entrez gene/locuslink:175545,entrez gene/locuslink:181698
entrez gene/locuslink:175545,entrez gene/locuslink:174840
entrez gene/locuslink:175545,entrez gene/locuslink:177604
entrez gene/locuslink:175545,entrez gene/locuslink:171872
entrez gene/locuslink:175545,entrez gene/locuslink:177482
entrez gene/locuslink:185718,entrez gene/locuslink:179439
entrez gene/locuslink:185718,entrez gene/locuslink:179256
entrez gene/locuslink:185718,entrez gene/locuslink:172277
entrez gene/locuslink:185718,entrez gene/locuslink:175207
entrez gene/locuslink:185718,entrez gene/locuslink:173870
entrez gene/locuslink:185718,entrez gene/locuslink:178311
entrez gene/locuslink:185718,entrez gene/locuslink:173846
entrez gene/locuslink:185718,entrez gene/locuslink:172297
entrez gene/locuslink:185718,entrez gene/locuslink:172394
entrez gene/locuslink:185718,entrez gene/locuslink:173288
entrez gene/locuslink:172657,entrez gene/locuslink:177710
entrez gene/locuslink:172657,entrez gene/locuslink:183917
entrez gene/locuslink:172657,entrez gene/locuslink:179522
entrez gene/locuslink:172657,entrez gene/locuslink:172657
entrez gene/locuslink:172657,entrez gene/locuslink:172219
entrez gene/locuslink:172657,entrez gene/locuslink:178732
entrez gene/locuslink:172657,entrez gene/locuslink:177604
entrez gene/locuslink:266646,entrez gene/locuslink:188577
entrez gene/locuslink:181231,entrez gene/locuslink:174951
entrez gene/locuslink:181231,entrez gene/locuslink:178064
entrez gene/locuslink:181231,entrez gene/locuslink:187528
entrez gene/locuslink:181231,entrez gene/locuslink:178305
entrez gene/locuslink:176128,entrez gene/locuslink:180980
entrez gene/locuslink:176128,entrez gene/locuslink:172491
entrez gene/locuslink:176128,entrez gene/locuslink:173973
entrez gene/locuslink:176128,entrez gene/locuslink:172870
entrez gene/locuslink:176128,entrez gene/locuslink:173870
entrez gene/locuslink:176128,entrez gene/locuslink:181316
entrez gene/locuslink:176128,entrez gene/locuslink:177317
entrez gene/locuslink:176128,entrez gene/locuslink:176765
entrez gene/locuslink:176128,entrez gene/locuslink:174771
entrez gene/locuslink:176128,entrez gene/locuslink:180765
entrez gene/locuslink:176128,entrez gene/locuslink:179329
entrez gene/locuslink:176128,entrez gene/locuslink:179627
entrez gene/locuslink:176128,entrez gene/locuslink:177926
entrez gene/locuslink:176128,entrez gene/locuslink:177249
entrez gene/locuslink:176128,entrez gene/locuslink:179151
entrez gene/locuslink:176128,entrez gene/locuslink:174317
entrez gene/locuslink:176128,entrez gene/locuslink:172308
entrez gene/locuslink:176128,entrez gene/locuslink:181284
entrez gene/locuslink:176128,entrez gene/locuslink:173054
entrez gene/locuslink:176128,entrez gene/locuslink:178788
entrez gene/locuslink:176128,entrez gene/locuslink:179709
entrez gene/locuslink:176128,entrez gene/locuslink:181698
entrez gene/locuslink:176128,entrez gene/locuslink:175133
entrez gene/locuslink:176128,entrez gene/locuslink:178411
entrez gene/locuslink:176128,entrez gene/locuslink:180221
entrez gene/locuslink:176128,entrez gene/locuslink:175297
entrez gene/locuslink:176128,entrez gene/locuslink:174153
entrez gene/locuslink:176128,entrez gene/locuslink:174826
entrez gene/locuslink:185726,entrez gene/locuslink:175638
entrez gene/locuslink:179053,entrez gene/locuslink:178845
entrez gene/locuslink:178698,entrez gene/locuslink:178416
entrez gene/locuslink:185740,entrez gene/locuslink:180738
entrez gene/locuslink:185740,entrez gene/locuslink:178895
entrez gene/locuslink:185741,entrez gene/locuslink:175638
entrez gene/locuslink:185757,entrez gene/locuslink:177366
entrez gene/locuslink:185757,entrez gene/locuslink:176328
entrez gene/locuslink:185757,entrez gene/locuslink:178898
entrez gene/locuslink:185757,entrez gene/locuslink:182623
entrez gene/locuslink:185757,entrez gene/locuslink:174569
entrez gene/locuslink:185757,entrez gene/locuslink:174176
entrez gene/locuslink:185757,entrez gene/locuslink:183245
entrez gene/locuslink:185757,entrez gene/locuslink:172685
entrez gene/locuslink:185757,entrez gene/locuslink:172682
entrez gene/locuslink:185757,entrez gene/locuslink:183917
entrez gene/locuslink:185757,entrez gene/locuslink:184438
entrez gene/locuslink:185757,entrez gene/locuslink:172434
entrez gene/locuslink:185757,entrez gene/locuslink:179748
entrez gene/locuslink:185757,entrez gene/locuslink:181594
entrez gene/locuslink:185757,entrez gene/locuslink:179826
entrez gene/locuslink:185757,entrez gene/locuslink:178507
entrez gene/locuslink:185757,entrez gene/locuslink:185205
entrez gene/locuslink:185757,entrez gene/locuslink:180432
entrez gene/locuslink:185757,entrez gene/locuslink:185757
entrez gene/locuslink:185757,entrez gene/locuslink:181280
entrez gene/locuslink:185757,entrez gene/locuslink:180521
entrez gene/locuslink:185757,entrez gene/locuslink:179823
entrez gene/locuslink:185757,entrez gene/locuslink:175172
entrez gene/locuslink:185757,entrez gene/locuslink:172155
entrez gene/locuslink:185757,entrez gene/locuslink:172933
entrez gene/locuslink:185757,entrez gene/locuslink:178064
entrez gene/locuslink:185757,entrez gene/locuslink:176816
entrez gene/locuslink:185757,entrez gene/locuslink:173139
entrez gene/locuslink:185757,entrez gene/locuslink:172422
entrez gene/locuslink:185757,entrez gene/locuslink:188370
entrez gene/locuslink:185757,entrez gene/locuslink:188640
entrez gene/locuslink:185757,entrez gene/locuslink:173053
entrez gene/locuslink:185757,entrez gene/locuslink:259335
entrez gene/locuslink:185757,entrez gene/locuslink:190954
entrez gene/locuslink:185757,entrez gene/locuslink:191026
entrez gene/locuslink:185757,entrez gene/locuslink:177749
entrez gene/locuslink:185757,entrez gene/locuslink:178342
entrez gene/locuslink:185757,entrez gene/locuslink:189995
entrez gene/locuslink:185757,entrez gene/locuslink:175015
entrez gene/locuslink:185757,entrez gene/locuslink:190265
entrez gene/locuslink:185757,entrez gene/locuslink:178305
entrez gene/locuslink:185757,entrez gene/locuslink:171647
entrez gene/locuslink:185757,entrez gene/locuslink:176084
entrez gene/locuslink:185757,entrez gene/locuslink:176095
entrez gene/locuslink:174436,entrez gene/locuslink:172881
entrez gene/locuslink:174436,entrez gene/locuslink:174436
entrez gene/locuslink:181057,entrez gene/locuslink:181486
entrez gene/locuslink:181058,entrez gene/locuslink:173174
entrez gene/locuslink:181058,entrez gene/locuslink:175764
entrez gene/locuslink:176766,entrez gene/locuslink:171860
entrez gene/locuslink:172773,entrez gene/locuslink:184085
entrez gene/locuslink:172773,entrez gene/locuslink:174766
entrez gene/locuslink:174409,entrez gene/locuslink:178942
entrez gene/locuslink:174409,entrez gene/locuslink:178732
entrez gene/locuslink:174409,entrez gene/locuslink:173218
entrez gene/locuslink:181620,entrez gene/locuslink:174243
entrez gene/locuslink:181620,entrez gene/locuslink:181620
entrez gene/locuslink:181620,entrez gene/locuslink:178201
entrez gene/locuslink:181620,entrez gene/locuslink:179352
entrez gene/locuslink:181620,entrez gene/locuslink:177161
entrez gene/locuslink:180845,entrez gene/locuslink:177467
entrez gene/locuslink:180845,entrez gene/locuslink:179498
entrez gene/locuslink:180845,entrez gene/locuslink:175823
entrez gene/locuslink:180845,entrez gene/locuslink:174815
entrez gene/locuslink:180845,entrez gene/locuslink:175416
entrez gene/locuslink:180845,entrez gene/locuslink:178311
entrez gene/locuslink:180845,entrez gene/locuslink:191026
entrez gene/locuslink:180845,entrez gene/locuslink:179051
entrez gene/locuslink:180845,entrez gene/locuslink:176349
entrez gene/locuslink:180844,entrez gene/locuslink:175628
entrez gene/locuslink:180844,entrez gene/locuslink:175638
entrez gene/locuslink:180844,entrez gene/locuslink:178927
entrez gene/locuslink:180844,entrez gene/locuslink:176858
entrez gene/locuslink:180844,entrez gene/locuslink:175886
entrez gene/locuslink:180986,entrez gene/locuslink:178732
entrez gene/locuslink:175890,entrez gene/locuslink:172281
entrez gene/locuslink:175890,entrez gene/locuslink:175448
entrez gene/locuslink:175890,entrez gene/locuslink:172402
entrez gene/locuslink:175890,entrez gene/locuslink:174240
entrez gene/locuslink:175890,entrez gene/locuslink:180581
entrez gene/locuslink:175890,entrez gene/locuslink:173707
entrez gene/locuslink:175890,entrez gene/locuslink:180789
entrez gene/locuslink:175890,entrez gene/locuslink:179555
entrez gene/locuslink:175890,entrez gene/locuslink:176591
entrez gene/locuslink:173271,entrez gene/locuslink:172251
entrez gene/locuslink:173271,entrez gene/locuslink:173926
entrez gene/locuslink:173271,entrez gene/locuslink:176640
entrez gene/locuslink:171715,entrez gene/locuslink:176220
entrez gene/locuslink:171715,entrez gene/locuslink:175789
entrez gene/locuslink:171715,entrez gene/locuslink:179795
entrez gene/locuslink:171715,entrez gene/locuslink:177467
entrez gene/locuslink:171715,entrez gene/locuslink:183192
entrez gene/locuslink:171715,entrez gene/locuslink:181182
entrez gene/locuslink:171715,entrez gene/locuslink:183434
entrez gene/locuslink:171715,entrez gene/locuslink:179145
entrez gene/locuslink:171715,entrez gene/locuslink:172491
entrez gene/locuslink:171715,entrez gene/locuslink:173973
entrez gene/locuslink:171715,entrez gene/locuslink:173384
entrez gene/locuslink:171715,entrez gene/locuslink:177552
entrez gene/locuslink:171715,entrez gene/locuslink:179312
entrez gene/locuslink:171715,entrez gene/locuslink:177860
entrez gene/locuslink:171715,entrez gene/locuslink:185795
entrez gene/locuslink:171715,entrez gene/locuslink:172376
entrez gene/locuslink:171715,entrez gene/locuslink:175112
entrez gene/locuslink:171715,entrez gene/locuslink:181718
entrez gene/locuslink:171715,entrez gene/locuslink:172933
entrez gene/locuslink:171715,entrez gene/locuslink:172433
entrez gene/locuslink:171715,entrez gene/locuslink:180601
entrez gene/locuslink:171715,entrez gene/locuslink:180414
entrez gene/locuslink:171715,entrez gene/locuslink:187585
entrez gene/locuslink:171715,entrez gene/locuslink:176410
entrez gene/locuslink:171715,entrez gene/locuslink:172297
entrez gene/locuslink:171715,entrez gene/locuslink:179709
entrez gene/locuslink:171715,entrez gene/locuslink:189280
entrez gene/locuslink:171715,entrez gene/locuslink:171787
entrez gene/locuslink:171715,entrez gene/locuslink:174980
entrez gene/locuslink:171715,entrez gene/locuslink:176628
entrez gene/locuslink:171715,entrez gene/locuslink:190399
entrez gene/locuslink:171715,entrez gene/locuslink:176637
entrez gene/locuslink:175750,entrez gene/locuslink:175638
entrez gene/locuslink:175749,entrez gene/locuslink:174197
entrez gene/locuslink:185991,entrez gene/locuslink:179162
entrez gene/locuslink:185991,entrez gene/locuslink:178392
entrez gene/locuslink:185991,entrez gene/locuslink:175255
entrez gene/locuslink:185991,entrez gene/locuslink:172592
entrez gene/locuslink:185991,entrez gene/locuslink:176315
entrez gene/locuslink:185991,entrez gene/locuslink:180768
entrez gene/locuslink:185991,entrez gene/locuslink:181284
entrez gene/locuslink:185991,entrez gene/locuslink:180324
entrez gene/locuslink:185991,entrez gene/locuslink:190213
entrez gene/locuslink:185991,entrez gene/locuslink:190314
entrez gene/locuslink:177753,entrez gene/locuslink:178305
entrez gene/locuslink:186085,entrez gene/locuslink:186085
entrez gene/locuslink:186085,entrez gene/locuslink:188246
entrez gene/locuslink:186108,entrez gene/locuslink:179346
entrez gene/locuslink:180598,entrez gene/locuslink:172025
entrez gene/locuslink:180598,entrez gene/locuslink:185050
entrez gene/locuslink:180598,entrez gene/locuslink:172375
entrez gene/locuslink:180598,entrez gene/locuslink:178362
entrez gene/locuslink:172842,entrez gene/locuslink:183403
entrez gene/locuslink:172842,entrez gene/locuslink:175462
entrez gene/locuslink:172842,entrez gene/locuslink:171602
entrez gene/locuslink:172842,entrez gene/locuslink:179059
entrez gene/locuslink:172842,entrez gene/locuslink:181374
entrez gene/locuslink:175338,entrez gene/locuslink:179971
entrez gene/locuslink:175338,entrez gene/locuslink:176453
entrez gene/locuslink:175338,entrez gene/locuslink:172301
entrez gene/locuslink:179850,entrez gene/locuslink:175638
entrez gene/locuslink:171678,entrez gene/locuslink:181050
entrez gene/locuslink:186213,entrez gene/locuslink:172849
entrez gene/locuslink:172123,entrez gene/locuslink:187460
entrez gene/locuslink:176322,entrez gene/locuslink:172462
entrez gene/locuslink:176322,entrez gene/locuslink:176147
entrez gene/locuslink:176322,entrez gene/locuslink:175638
entrez gene/locuslink:176322,entrez gene/locuslink:181331
entrez gene/locuslink:176322,entrez gene/locuslink:181348
entrez gene/locuslink:176322,entrez gene/locuslink:174560
entrez gene/locuslink:176322,entrez gene/locuslink:176399
entrez gene/locuslink:176322,entrez gene/locuslink:188703
entrez gene/locuslink:176322,entrez gene/locuslink:174841
entrez gene/locuslink:186226,entrez gene/locuslink:180473
entrez gene/locuslink:173728,entrez gene/locuslink:173728
entrez gene/locuslink:172097,entrez gene/locuslink:181848
entrez gene/locuslink:175696,entrez gene/locuslink:179469
entrez gene/locuslink:178054,entrez gene/locuslink:172611
entrez gene/locuslink:175788,entrez gene/locuslink:175902
entrez gene/locuslink:175788,entrez gene/locuslink:185721
entrez gene/locuslink:175788,entrez gene/locuslink:186005
entrez gene/locuslink:175788,entrez gene/locuslink:178779
entrez gene/locuslink:179878,entrez gene/locuslink:183874
entrez gene/locuslink:179878,entrez gene/locuslink:177505
entrez gene/locuslink:179878,entrez gene/locuslink:172775
entrez gene/locuslink:179878,entrez gene/locuslink:174066
entrez gene/locuslink:179878,entrez gene/locuslink:179403
entrez gene/locuslink:179878,entrez gene/locuslink:179891
entrez gene/locuslink:179878,entrez gene/locuslink:176606
entrez gene/locuslink:181494,entrez gene/locuslink:172718
entrez gene/locuslink:176742,entrez gene/locuslink:172434
entrez gene/locuslink:176742,entrez gene/locuslink:175844
entrez gene/locuslink:176742,entrez gene/locuslink:181502
entrez gene/locuslink:176742,entrez gene/locuslink:180479
entrez gene/locuslink:176900,entrez gene/locuslink:173998
entrez gene/locuslink:171610,entrez gene/locuslink:173028
entrez gene/locuslink:176041,entrez gene/locuslink:179942
entrez gene/locuslink:176041,entrez gene/locuslink:179601
entrez gene/locuslink:180608,entrez gene/locuslink:172247
entrez gene/locuslink:180608,entrez gene/locuslink:177473
entrez gene/locuslink:180608,entrez gene/locuslink:179324
entrez gene/locuslink:180608,entrez gene/locuslink:173260
entrez gene/locuslink:175584,entrez gene/locuslink:176453
entrez gene/locuslink:172298,entrez gene/locuslink:176640
entrez gene/locuslink:172238,entrez gene/locuslink:179645
entrez gene/locuslink:172373,entrez gene/locuslink:172251
entrez gene/locuslink:172373,entrez gene/locuslink:178507
entrez gene/locuslink:172373,entrez gene/locuslink:188034
entrez gene/locuslink:172373,entrez gene/locuslink:180278
entrez gene/locuslink:172373,entrez gene/locuslink:177057
entrez gene/locuslink:172374,entrez gene/locuslink:187528
entrez gene/locuslink:172374,entrez gene/locuslink:172612
entrez gene/locuslink:172374,entrez gene/locuslink:172733
entrez gene/locuslink:172374,entrez gene/locuslink:172342
entrez gene/locuslink:172099,entrez gene/locuslink:259571
entrez gene/locuslink:179649,entrez gene/locuslink:183792
entrez gene/locuslink:179649,entrez gene/locuslink:188941
entrez gene/locuslink:176358,entrez gene/locuslink:177583
entrez gene/locuslink:176358,entrez gene/locuslink:172920
entrez gene/locuslink:176361,entrez gene/locuslink:175901
entrez gene/locuslink:176361,entrez gene/locuslink:175519
entrez gene/locuslink:176361,entrez gene/locuslink:175638
